detector-4 (E),detector-4 (H),detector-3 (E),detector-3 (H),detector-2 (E),detector-2 (H),detector-1 (E),detector-1 (H),detector0 (E),detector0 (H),detector1 (E),detector1 (H),detector2 (E),detector2 (H),detector3 (E),detector3 (H),detector4 (E),detector4 (H),detector5 (E),detector5 (H),detector6 (E),detector6 (H),detector7 (E),detector7 (H)
"[[ 0.          0.         -0.00475812]
 [ 0.          0.         -0.0047149 ]]","[[-4.40632510e-05  5.09332928e-03  0.00000000e+00]
 [-7.34567393e-05  5.05649927e-03  0.00000000e+00]]","[[ 0.          0.         -0.00484728]
 [ 0.          0.         -0.00500889]]","[[-0.00017945  0.0051078   0.        ]
 [-0.00025213  0.00517957  0.        ]]","[[ 0.          0.         -0.00534348]
 [ 0.          0.         -0.00529372]]","[[-0.00069484  0.00521433  0.        ]
 [-0.00075148  0.00505744  0.        ]]","[[ 0.          0.         -0.00440019]
 [ 0.          0.         -0.00345406]]","[[-0.00093697  0.00349376  0.        ]
 [-0.00104538  0.00250747  0.        ]]","[[0.         0.         0.0002617 ]
 [0.         0.         0.00186746]]","[[-8.92069696e-05 -1.31845900e-03  0.00000000e+00]
 [ 1.36292722e-04 -2.81435134e-03  0.00000000e+00]]","[[0.         0.         0.00557776]
 [0.         0.         0.00531219]]","[[ 0.00157388 -0.00538816  0.        ]
 [ 0.00189426 -0.00480285  0.        ]]","[[ 0.          0.          0.00017827]
 [ 0.          0.         -0.00245007]]","[[ 0.00040509  0.00083049  0.        ]
 [-0.00063005  0.00319743  0.        ]]","[[ 0.          0.         -0.00573295]
 [ 0.          0.         -0.00348813]]","[[-0.00254712  0.00493928  0.        ]
 [-0.00183556  0.00248083  0.        ]]","[[0.         0.         0.00757408]
 [0.         0.         0.00751617]]","[[ 0.00362164 -0.00680115  0.        ]
 [ 0.00398576 -0.00610772  0.        ]]","[[ 0.          0.         -0.0086808 ]
 [ 0.          0.         -0.00978667]]","[[-0.00473822  0.00766034  0.        ]
 [-0.00552991  0.00804601  0.        ]]","[[0.         0.         0.01147064]
 [0.         0.         0.01003457]]","[[ 0.0073167  -0.00957709  0.        ]
 [ 0.00595224 -0.00812078  0.        ]]","[[ 0.          0.         -0.01974448]
 [ 0.          0.         -0.01164466]]","[[-0.01360753  0.01536975  0.        ]
 [-0.0085936   0.008354    0.        ]]"
"[[ 0.          0.         -0.001743  ]
 [ 0.          0.         -0.00172424]]","[[-5.71955782e-05  2.63427590e-03  0.00000000e+00]
 [-4.85757716e-05  2.61904516e-03  0.00000000e+00]]","[[ 0.          0.         -0.00207693]
 [ 0.          0.         -0.00238374]]","[[3.53306945e-05 2.94090926e-03 0.00000000e+00]
 [1.33851495e-05 3.19806975e-03 0.00000000e+00]]","[[ 0.          0.         -0.00366528]
 [ 0.          0.         -0.00422511]]","[[-0.00030294  0.00434597  0.        ]
 [-0.00034172  0.00477207  0.        ]]","[[ 0.          0.         -0.00542251]
 [ 0.          0.         -0.00538432]]","[[-0.0009637   0.00534375  0.        ]
 [-0.00113276  0.0051921   0.        ]]","[[ 0.          0.         -0.00408662]
 [ 0.          0.         -0.00262696]]","[[-0.00111102  0.00307174  0.        ]
 [-0.00110095  0.00158211  0.        ]]","[[0.         0.         0.00242493]
 [0.         0.         0.00387942]]","[[ 0.00055569 -0.00317743  0.        ]
 [ 0.00110465 -0.0043184   0.        ]]","[[0.         0.         0.00479117]
 [0.         0.         0.00304459]]","[[ 0.00162776 -0.00392127  0.        ]
 [ 0.0011773  -0.00202603  0.        ]]","[[ 0.          0.         -0.00473102]
 [ 0.          0.         -0.00573351]]","[[-0.00184533  0.00477306  0.        ]
 [-0.00251265  0.00519454  0.        ]]","[[0.         0.         0.00259745]
 [0.         0.         0.00653823]]","[[ 0.00086296 -0.00303566  0.        ]
 [ 0.00301482 -0.00607605  0.        ]]","[[ 0.          0.         -0.00064305]
 [ 0.          0.         -0.00711557]]","[[-0.00020723  0.00127517  0.        ]
 [-0.00362337  0.00642418  0.        ]]","[[0.         0.         0.00280009]
 [0.         0.         0.01073627]]","[[ 0.00176109 -0.00266617  0.        ]
 [ 0.00568454 -0.00894693  0.        ]]","[[ 0.         0.        -0.0121864]
 [ 0.         0.        -0.0202626]]","[[-0.00795391  0.00983408  0.        ]
 [-0.01292389  0.01569509  0.        ]]"
"[[0.         0.         0.00230043]
 [0.         0.         0.00228858]]","[[-4.88967098e-05 -1.35505633e-03  0.00000000e+00]
 [-6.75658874e-06 -1.34601202e-03  0.00000000e+00]]","[[0.         0.         0.00192356]
 [0.         0.         0.00166019]]","[[ 0.0002197  -0.00096405  0.        ]
 [ 0.00025129 -0.00068538  0.        ]]","[[ 0.          0.          0.00024538]
 [ 0.          0.         -0.00056727]]","[[0.00026594 0.00083634 0.        ]
 [0.00027435 0.00155589 0.        ]]","[[ 0.          0.         -0.00300124]
 [ 0.          0.         -0.00386038]]","[[-0.00036227  0.00379139  0.        ]
 [-0.00047511  0.00452579  0.        ]]","[[ 0.          0.         -0.00564068]
 [ 0.          0.         -0.0053223 ]]","[[-0.00133389  0.00537044  0.        ]
 [-0.00149814  0.00489111  0.        ]]","[[ 0.          0.         -0.00248015]
 [ 0.          0.         -0.00047686]]","[[-0.00084669  0.00135854  0.        ]
 [-0.00048336 -0.00055984  0.        ]]","[[0.         0.         0.00517479]
 [0.         0.         0.00550532]]","[[ 0.00139638 -0.00515118  0.        ]
 [ 0.00176801 -0.00508423  0.        ]]","[[ 0.00000000e+00  0.00000000e+00 -8.47275525e-05]
 [ 0.00000000e+00  0.00000000e+00 -2.97554849e-03]]","[[ 0.00017834  0.00082283  0.        ]
 [-0.00105104  0.00330736  0.        ]]","[[ 0.          0.         -0.00341649]
 [ 0.          0.          0.00059111]]","[[-0.00194251  0.00238465  0.        ]
 [-0.00013843 -0.00126988  0.        ]]","[[0.        0.        0.0064597]
 [0.        0.        0.0011151]]","[[ 0.00353418 -0.0050921   0.        ]
 [ 0.00110236 -0.00039888  0.        ]]","[[ 0.          0.         -0.00618769]
 [ 0.          0.          0.00203887]]","[[-0.0039978   0.00502622  0.        ]
 [ 0.00028607 -0.0018422   0.        ]]","[[ 0.          0.          0.00181762]
 [ 0.          0.         -0.01202665]]","[[ 0.00173758 -0.00118368  0.        ]
 [-0.00662069  0.00991303  0.        ]]"
"[[0.         0.         0.00513847]
 [0.         0.         0.00509727]]","[[-2.00562196e-05 -4.65425237e-03  0.00000000e+00]
 [ 3.51267779e-05 -4.62289983e-03  0.00000000e+00]]","[[0.         0.         0.00489598]
 [0.         0.         0.00482316]]","[[ 0.00027067 -0.00438488  0.        ]
 [ 0.00032728 -0.00423995  0.        ]]","[[0.         0.         0.00406841]
 [0.         0.         0.00348878]]","[[ 0.0006717  -0.00322511  0.        ]
 [ 0.0007135  -0.00265195  0.        ]]","[[0.         0.         0.00132617]
 [0.         0.         0.000134  ]]","[[ 0.00047229 -0.00016751  0.        ]
 [ 0.00046461  0.00095709  0.        ]]","[[ 0.          0.         -0.00344858]
 [ 0.          0.         -0.00446055]]","[[-0.00062548  0.00410609  0.        ]
 [-0.00084106  0.00491514  0.        ]]","[[ 0.          0.         -0.00560089]
 [ 0.          0.         -0.0045259 ]]","[[-0.00159922  0.00493186  0.        ]
 [-0.00164934  0.00365842  0.        ]]","[[0.         0.         0.00129563]
 [0.         0.         0.0032431 ]]","[[ 3.30825376e-05 -2.12832692e-03  0.00000000e+00]
 [ 8.21558895e-04 -3.76257298e-03  0.00000000e+00]]","[[0.         0.         0.00400988]
 [0.         0.         0.00185534]]","[[ 0.0016866  -0.00330595  0.        ]
 [ 0.00099562 -0.00105743  0.        ]]","[[ 0.          0.         -0.0053662 ]
 [ 0.          0.         -0.00454006]]","[[-0.00252083  0.00477817  0.        ]
 [-0.0024608   0.00357657  0.        ]]","[[0.         0.         0.00672217]
 [0.         0.         0.00665252]]","[[ 0.00358294 -0.00603109  0.        ]
 [ 0.00395286 -0.00561266  0.        ]]","[[ 0.          0.         -0.0071596 ]
 [ 0.          0.         -0.00593524]]","[[-0.00485489  0.00633451  0.        ]
 [-0.00397485  0.00502617  0.        ]]","[[0.         0.         0.00905958]
 [0.         0.         0.00204378]]","[[ 0.00664889 -0.00720079  0.        ]
 [ 0.00255817 -0.00097878  0.        ]]"
"[[0.         0.         0.00525739]
 [0.         0.         0.00519769]]","[[ 2.17345825e-05 -5.48415160e-03  0.00000000e+00]
 [ 6.49565896e-05 -5.43839948e-03  0.00000000e+00]]","[[0.         0.         0.00522702]
 [0.         0.         0.00537079]]","[[ 0.00017003 -0.00543772  0.        ]
 [ 0.00021669 -0.00548837  0.        ]]","[[0.         0.         0.00561715]
 [0.         0.         0.00559681]]","[[ 0.00068594 -0.00549953  0.        ]
 [ 0.00072636 -0.00539427  0.        ]]","[[0.         0.         0.00493389]
 [0.         0.         0.00415547]]","[[ 0.00101721 -0.00412096  0.        ]
 [ 0.00108629 -0.00330681  0.        ]]","[[ 0.          0.          0.00102144]
 [ 0.          0.         -0.00061661]]","[[0.00052121 0.00012458 0.        ]
 [0.00036582 0.0016445  0.        ]]","[[ 0.          0.         -0.00479041]
 [ 0.          0.         -0.00539038]]","[[-0.00117922  0.00505496  0.        ]
 [-0.00156839  0.00531605  0.        ]]","[[ 0.          0.         -0.00369252]
 [ 0.          0.         -0.00173399]]","[[-0.00133796  0.00266666  0.        ]
 [-0.00079207  0.00069703  0.        ]]","[[0.         0.         0.0041977 ]
 [0.         0.         0.00446739]]","[[ 0.0014978  -0.00419133  0.        ]
 [ 0.00182799 -0.00399737  0.        ]]","[[ 0.          0.         -0.00227257]
 [ 0.          0.         -0.0046599 ]]","[[-0.00084961  0.00260943  0.        ]
 [-0.00218956  0.00438719  0.        ]]","[[0.         0.         0.00119384]
 [0.         0.         0.00519958]]","[[ 0.00077877 -0.0016967   0.        ]
 [ 0.00281616 -0.00499375  0.        ]]","[[ 0.          0.         -0.00089764]
 [ 0.          0.         -0.00616111]]","[[-0.00117027  0.00129797  0.        ]
 [-0.00335307  0.00550061  0.        ]]","[[0.         0.         0.00549974]
 [0.         0.         0.00900842]]","[[ 0.00419269 -0.00457576  0.        ]
 [ 0.00640011 -0.00682635  0.        ]]"
"[[0.         0.         0.00264722]
 [0.         0.         0.00258972]]","[[ 6.19814249e-05 -3.44838298e-03  0.00000000e+00]
 [ 7.51368976e-05 -3.40360301e-03  0.00000000e+00]]","[[0.         0.         0.00280225]
 [0.         0.         0.00306377]]","[[-1.30478248e-05 -3.59850997e-03  0.00000000e+00]
 [ 5.03939025e-06 -3.79259990e-03  0.00000000e+00]]","[[0.         0.         0.00407687]
 [0.         0.         0.00460175]]","[[ 0.00031851 -0.00474034  0.        ]
 [ 0.00033606 -0.00513113  0.        ]]","[[0.         0.         0.00572161]
 [0.         0.         0.00581862]]","[[ 0.0009493  -0.00573443  0.        ]
 [ 0.00104073 -0.00569779  0.        ]]","[[0.         0.         0.00493877]
 [0.         0.         0.00376463]]","[[ 0.00134315 -0.00405019  0.        ]
 [ 0.00130611 -0.0028216   0.        ]]","[[ 0.          0.         -0.00064759]
 [ 0.          0.         -0.00247151]]","[[ 9.75907688e-05  1.66489866e-03  0.00000000e+00]
 [-3.50750692e-04  3.24508490e-03  0.00000000e+00]]","[[ 0.         0.        -0.0059395]
 [ 0.         0.        -0.0054572]]","[[-0.00167559  0.00552702  0.        ]
 [-0.00177201  0.00473116  0.        ]]","[[0.         0.         0.00052522]
 [0.         0.         0.00276484]]","[[-7.00181779e-05 -1.25594605e-03  0.00000000e+00]
 [ 8.64665519e-04 -3.09230241e-03  0.00000000e+00]]","[[ 0.          0.          0.00241471]
 [ 0.          0.         -0.00050311]]","[[ 1.19296944e-03 -1.59159295e-03  0.00000000e+00]
 [-6.70291648e-05  1.10156899e-03  0.00000000e+00]]","[[ 0.          0.         -0.00415044]
 [ 0.          0.         -0.00043527]]","[[-0.00182198  0.00314303  0.        ]
 [-0.00048826 -0.00024377  0.        ]]","[[ 0.          0.          0.00512889]
 [ 0.          0.         -0.00040915]]","[[ 0.00270655 -0.00411632  0.        ]
 [ 0.00046467  0.0006239   0.        ]]","[[ 0.          0.         -0.00227204]
 [ 0.          0.          0.00546238]]","[[-0.00122168  0.00172559  0.        ]
 [ 0.00334577 -0.0044686   0.        ]]"
"[[ 0.          0.         -0.00126186]
 [ 0.          0.         -0.00129154]]","[[8.27602727e-05 3.16465440e-04 0.00000000e+00]
 [6.08646127e-05 3.40174457e-04 0.00000000e+00]]","[[ 0.          0.         -0.00100891]
 [ 0.          0.         -0.00078539]]","[[-1.69518489e-04  7.55034253e-05  0.00000000e+00]
 [-1.77458534e-04 -1.42022910e-04  0.00000000e+00]]","[[0.         0.         0.00038979]
 [0.         0.         0.00113311]]","[[-0.00020184 -0.00144342  0.        ]
 [-0.00020273 -0.00207677  0.        ]]","[[0.         0.         0.00331517]
 [0.         0.         0.00419428]]","[[ 0.0003339  -0.00411762  0.        ]
 [ 0.00041583 -0.00483241  0.        ]]","[[0.         0.         0.00593433]
 [0.         0.         0.00596249]]","[[ 0.00132344 -0.00585556  0.        ]
 [ 0.00141357 -0.0056743   0.        ]]","[[0.         0.         0.00403726]
 [0.         0.         0.00226078]]","[[ 0.00134118 -0.00295757  0.        ]
 [ 0.00111225 -0.00116463  0.        ]]","[[ 0.          0.         -0.00373838]
 [ 0.          0.         -0.00505021]]","[[-0.00075726  0.00427635  0.        ]
 [-0.00137964  0.00521694  0.        ]]","[[ 0.          0.         -0.00383722]
 [ 0.          0.         -0.00163553]]","[[-0.00161128  0.00296633  0.        ]
 [-0.00093204  0.00076012  0.        ]]","[[0.         0.         0.00423028]
 [0.         0.         0.00349869]]","[[ 0.00170511 -0.00378356  0.        ]
 [ 0.00169699 -0.00272879  0.        ]]","[[ 0.          0.         -0.0044984 ]
 [ 0.          0.         -0.00413156]]","[[-0.00207878  0.00401869  0.        ]
 [-0.00259145  0.00348855  0.        ]]","[[0.         0.         0.00512071]
 [0.         0.         0.00433668]]","[[ 0.0032554  -0.00466963  0.        ]
 [ 0.00309748 -0.0037673   0.        ]]","[[ 0.          0.         -0.00557336]
 [ 0.          0.         -0.00187973]]","[[-0.00380735  0.00460462  0.        ]
 [-0.00176476  0.00119859  0.        ]]"
"[[ 0.          0.         -0.00442824]
 [ 0.          0.         -0.00441022]]","[[7.01464826e-05 3.81915990e-03 0.00000000e+00]
 [2.14936971e-05 3.80567275e-03 0.00000000e+00]]","[[ 0.          0.         -0.00417407]
 [ 0.          0.         -0.00410607]]","[[-0.00021712  0.00359902  0.        ]
 [-0.00023915  0.00346951  0.        ]]","[[ 0.          0.         -0.00337448]
 [ 0.          0.         -0.00284165]]","[[-0.00057484  0.00252057  0.        ]
 [-0.00058056  0.00200701  0.        ]]","[[ 0.          0.         -0.00082225]
 [ 0.          0.          0.00028057]]","[[-0.00043812 -0.00026978  0.        ]
 [-0.00037276 -0.00127738  0.        ]]","[[0.         0.         0.00350784]
 [0.         0.         0.00466417]]","[[ 0.00051397 -0.00425577  0.        ]
 [ 0.00069976 -0.00517288  0.        ]]","[[0.         0.         0.00623457]
 [0.         0.         0.00569087]]","[[ 0.0017218  -0.0058014   0.        ]
 [ 0.00182251 -0.00499501  0.        ]]","[[ 0.          0.          0.00133693]
 [ 0.          0.         -0.00079053]]","[[ 7.32037776e-04 -2.18937868e-04  0.00000000e+00]
 [ 6.98202732e-05  1.75059633e-03  0.00000000e+00]]","[[ 0.          0.         -0.00526902]
 [ 0.          0.         -0.0049417 ]]","[[-0.00184041  0.00498418  0.        ]
 [-0.00198562  0.00425742  0.        ]]","[[0.         0.         0.00161959]
 [0.         0.         0.00349081]]","[[ 0.00039518 -0.00200889  0.        ]
 [ 0.00154196 -0.00339766  0.        ]]","[[ 0.          0.         -0.00040491]
 [ 0.          0.         -0.00272942]]","[[-0.00045154  0.00078967  0.        ]
 [-0.00189467  0.00289747  0.        ]]","[[0.         0.         0.0003046 ]
 [0.         0.         0.00373061]]","[[ 0.00085706 -0.00078461  0.        ]
 [ 0.0022594  -0.00357932  0.        ]]","[[ 0.          0.         -0.00226031]
 [ 0.          0.         -0.00488964]]","[[-0.00196672  0.00200269  0.        ]
 [-0.003634    0.00372486  0.        ]]"
"[[ 0.          0.         -0.00530257]
 [ 0.          0.         -0.0052348 ]]","[[ 2.27077518e-05  5.30762790e-03  0.00000000e+00]
 [-3.48034533e-05  5.25567309e-03  0.00000000e+00]]","[[ 0.          0.         -0.00512191]
 [ 0.          0.         -0.00522404]]","[[-0.00014563  0.00517502  0.        ]
 [-0.00017371  0.00517821  0.        ]]","[[ 0.          0.         -0.00523306]
 [ 0.          0.         -0.00518352]]","[[-0.00060952  0.00501949  0.        ]
 [-0.00062001  0.00488152  0.        ]]","[[ 0.          0.         -0.00434673]
 [ 0.          0.         -0.00366892]]","[[-0.00091261  0.00359694  0.        ]
 [-0.00087525  0.00287598  0.        ]]","[[ 0.          0.         -0.00080008]
 [ 0.          0.          0.00070526]]","[[-0.00053983 -0.00028405  0.        ]
 [-0.00033171 -0.00167562  0.        ]]","[[0.         0.         0.00464201]
 [0.         0.         0.00564412]]","[[ 0.00102029 -0.00510977  0.        ]
 [ 0.00135765 -0.0057793   0.        ]]","[[0.         0.         0.00569584]
 [0.         0.         0.00424118]]","[[ 0.00175035 -0.00478467  0.        ]
 [ 0.00151551 -0.00317357  0.        ]]","[[ 0.          0.         -0.00254366]
 [ 0.          0.         -0.00433691]]","[[-0.00058508  0.00311041  0.        ]
 [-0.00142066  0.00444551  0.        ]]","[[ 0.         0.        -0.0029357]
 [ 0.         0.        -0.0004283]]","[[-0.00136009  0.00205008  0.        ]
 [-0.0001844  -0.00033877  0.        ]]","[[0.         0.         0.00342488]
 [0.         0.         0.00138119]]","[[ 0.00097912 -0.00274323  0.        ]
 [ 0.00031943 -0.00060739  0.        ]]","[[ 0.          0.         -0.00353407]
 [ 0.          0.         -0.00022061]]","[[-0.00146248  0.00282046  0.        ]
 [-0.00042764 -0.00012099  0.        ]]","[[ 0.          0.          0.00279208]
 [ 0.          0.         -0.00190691]]","[[ 0.00132275 -0.00225108  0.        ]
 [-0.00143788  0.00152     0.        ]]"
"[[ 0.          0.         -0.00359966]
 [ 0.          0.         -0.00350449]]","[[-4.39158142e-05  4.16678891e-03  0.00000000e+00]
 [-8.81541184e-05  4.09543016e-03  0.00000000e+00]]","[[ 0.          0.         -0.00353673]
 [ 0.          0.         -0.00372348]]","[[-1.48979732e-05  4.13515444e-03  0.00000000e+00]
 [-4.61503420e-05  4.23914612e-03  0.00000000e+00]]","[[ 0.          0.         -0.00436146]
 [ 0.          0.         -0.00476599]]","[[-0.00032633  0.00484313  0.        ]
 [-0.00035548  0.00510219  0.        ]]","[[ 0.          0.         -0.00541549]
 [ 0.          0.         -0.00549966]]","[[-0.00085369  0.00538753  0.        ]
 [-0.00087234  0.00530659  0.        ]]","[[ 0.          0.         -0.00446355]
 [ 0.          0.         -0.00353222]]","[[-0.00119179  0.00369422  0.        ]
 [-0.00106377  0.00267458  0.        ]]","[[0.         0.         0.00039305]
 [0.         0.         0.00223415]]","[[-2.68550025e-04 -1.42405409e-03  0.00000000e+00]
 [ 9.79176422e-05 -3.07730486e-03  0.00000000e+00]]","[[0.         0.         0.00634752]
 [0.         0.         0.00650361]]","[[ 0.00164108 -0.00626772  0.        ]
 [ 0.00195839 -0.00607773  0.        ]]","[[ 0.          0.          0.00233202]
 [ 0.          0.         -0.00017122]]","[[ 0.00116728 -0.00130887  0.        ]
 [ 0.00030261  0.00104631  0.        ]]","[[ 0.          0.         -0.00528718]
 [ 0.          0.         -0.00453553]]","[[-0.00188627  0.0046982   0.        ]
 [-0.00176617  0.00354737  0.        ]]","[[0.         0.         0.00303704]
 [0.         0.         0.00332476]]","[[ 0.00077771 -0.00283732  0.        ]
 [ 0.00159891 -0.00285263  0.        ]]","[[ 0.          0.         -0.00273231]
 [ 0.          0.         -0.0025792 ]]","[[-0.00156966  0.00259271  0.        ]
 [-0.00187481  0.00229865  0.        ]]","[[0.         0.         0.004143  ]
 [0.         0.         0.00246166]]","[[ 0.00249974 -0.00354418  0.        ]
 [ 0.00160642 -0.00192367  0.        ]]"
"[[ 0.          0.         -0.00035196]
 [ 0.          0.         -0.00027092]]","[[-0.00010065  0.00115506  0.        ]
 [-0.0001121   0.00109773  0.        ]]","[[ 0.          0.         -0.00042033]
 [ 0.          0.         -0.00057024]]","[[9.00467772e-05 1.20658199e-03 0.00000000e+00]
 [6.24268604e-05 1.33772119e-03 0.00000000e+00]]","[[ 0.          0.         -0.0014386 ]
 [ 0.          0.         -0.00201517]]","[[7.72896451e-05 2.29074438e-03 0.00000000e+00]
 [2.50150586e-05 2.75609409e-03 0.00000000e+00]]","[[ 0.          0.         -0.00366585]
 [ 0.          0.         -0.00436825]]","[[-0.00036198  0.00429284  0.        ]
 [-0.0004537   0.00480917  0.        ]]","[[ 0.          0.         -0.00551312]
 [ 0.          0.         -0.00562401]]","[[-0.00111415  0.00545878  0.        ]
 [-0.00114841  0.00533943  0.        ]]","[[ 0.          0.         -0.00383618]
 [ 0.          0.         -0.00234509]]","[[-0.00131237  0.00290877  0.        ]
 [-0.0011055   0.00135045  0.        ]]","[[0.         0.         0.00294089]
 [0.         0.         0.00451531]]","[[ 0.00053893 -0.00372295  0.        ]
 [ 0.00114861 -0.00500371  0.        ]]","[[0.         0.         0.00577384]
 [0.         0.         0.00443318]]","[[ 0.00210579 -0.00502629  0.        ]
 [ 0.00185168 -0.00341466  0.        ]]","[[ 0.          0.         -0.003233  ]
 [ 0.          0.         -0.00494015]]","[[-0.0006912   0.00346324  0.        ]
 [-0.00175794  0.00460202  0.        ]]","[[ 0.          0.         -0.00105753]
 [ 0.          0.          0.00089485]]","[[-0.00058903  0.00059148  0.        ]
 [ 0.00082155 -0.00132357  0.        ]]","[[ 0.          0.          0.00077137]
 [ 0.          0.         -0.00130925]]","[[-0.00011316 -0.00035671  0.        ]
 [-0.00099197  0.00144977  0.        ]]","[[0.         0.         0.00134425]
 [0.         0.         0.00349127]]","[[ 0.00099675 -0.00128586  0.        ]
 [ 0.00234623 -0.00279852  0.        ]]"
